역사_ID,역사명,호선,위도,경도,법정동코드,법정동명
1402,쌍용(나사렛대),장항선,36.793759,127.1214,4413310700,쌍용동
1401,봉명,장항선,36.801215,127.135763,4413111300,봉명동
1329,춘천,경춘선,37.885054,127.717023,5111011700,근화동
1328,남춘천,경춘선,37.864007,127.723792,5111012300,퇴계동
1327,김유정,경춘선,37.818466,127.71434,5111033024,신동면
1326,강촌,경춘선,37.805723,127.634146,5111040026,남산면
1325,백양리,경춘선,37.830779,127.58933,5111040027,남산면
1324,굴봉산,경춘선,37.832067,127.557695,5111040029,남산면
1323,가평,경춘선,37.814536,127.510739,4182025023,가평읍
1322,상천,경춘선,37.770246,127.454821,4182032522,청평면
1321,청평,경춘선,37.735488,127.42661,4182032521,청평면
1320,대성리,경춘선,37.684071,127.379319,4182032524,청평면
1319,마석,경춘선,37.652782,127.311767,4136025621,화도읍
1318,천마산,경춘선,37.658978,127.285379,4136025622,화도읍
1317,평내호평,경춘선,37.653225,127.244493,4136010200,평내동
1316,금곡,경춘선,37.637382,127.207853,4136010300,금곡동
1315,사릉,경춘선,37.65108,127.176933,4136025921,진건읍
1314,퇴계원,경춘선,37.648311,127.143952,4136026521,퇴계원읍
1313,별내,경춘선,37.64202,127.12684,4136011100,별내동
1312,갈매,경춘선,37.634118,127.114757,4131010100,갈매동
1311,신내,경춘선,37.612887,127.103218,1126010500,망우동
1286,운천,경의중앙선,37.879942,126.769999,4148025025,문산읍
1285,임진강,경의중앙선,37.888421,126.746765,4148025027,문산읍
1284,문산,경의중앙선,37.854619,126.788047,4148025021,문산읍
1283,파주,경의중앙선,37.815298,126.792783,4148025324,파주읍
1282,월롱,경의중앙선,37.796188,126.792587,4148031021,월롱면
1280,금촌,경의중앙선,37.766217,126.774644,4148010100,금촌동
1279,금릉,경의중앙선,37.751322,126.765347,4148010100,금촌동
1278,운정,경의중앙선,37.725826,126.767257,4148010800,야당동
1277,야당,경의중앙선,37.712327,126.761356,4148010800,야당동
1276,탄현,경의중앙선,37.694023,126.761086,4128710500,덕이동
1275,일산,경의중앙선,37.682077,126.769846,4128710100,일산동
1274,풍산,경의중앙선,37.672346,126.786243,4128510700,풍동
1273,백마,경의중앙선,37.658239,126.794461,4128510600,백석동
1272,곡산,경의중앙선,37.645676,126.801762,4128510600,백석동
1271,능곡,경의중앙선,37.618808,126.820783,4128112000,토당동
1270,행신,경의중앙선,37.612102,126.834146,4128112400,강매동
1269,강매,경의중앙선,37.612314,126.843223,4128112800,행신동
1268,화전,경의중앙선,37.602888,126.868387,4128112900,화전동
1267,수색,경의중앙선,37.580842,126.895611,1138010100,수색동
1266,디지털미디어시티,경의중앙선,37.577475,126.900453,1138010100,수색동
1265,가좌,경의중앙선,37.568491,126.915487,1141012000,남가좌동
1264,홍대입구,경의중앙선,37.557641,126.926683,1144012100,동교동
1263,서강대,경의중앙선,37.551881,126.935711,1144011000,노고산동
1262,공덕,경의중앙선,37.542596,126.952099,1144010400,도화동
1261,효창공원앞,경의중앙선,37.538579,126.96221,1117012100,용문동
1252,신촌,경의중앙선,37.559733,126.942597,1141011400,신촌동
1251,서울역,경의중앙선,37.557231,126.97103,1114012000,봉래동2가
1220,지평,중앙선,37.476393,127.629874,4183039521,지평면
1219,용문,중앙선,37.48223,127.594647,4183040024,용문면
1218,원덕,중앙선,37.468672,127.547076,4183025030,양평읍
1217,양평,중앙선,37.492773,127.491837,4183025021,양평읍
1216,오빈,중앙선,37.506062,127.473868,4183025022,양평읍
1215,아신,중앙선,37.51382,127.443173,4183034024,옥천면
1214,국수,중앙선,37.516169,127.399367,4183033028,양서면
1213,신원,중앙선,37.525545,127.372921,4183033025,양서면
1212,양수,중앙선,37.545981,127.329098,4183033022,양서면
1211,운길산,중앙선,37.554669,127.310115,4136036023,조안면
1210,팔당,중앙선,37.547371,127.243939,4136025023,와부읍
1209,도심,중앙선,37.579622,127.222672,4136025022,와부읍
1208,덕소,중앙선,37.586781,127.208832,4136025021,와부읍
1207,양정,중앙선,37.60533,127.19364,4136010500,이패동
1206,도농,중앙선,37.608806,127.161153,4136011200,다산동
1205,구리,중앙선,37.603392,127.143869,4131010300,인창동
1204,양원,중앙선,37.606596,127.107906,1126010500,망우동
1203,망우,중앙선,37.59955,127.091909,1126010200,상봉동
1202,상봉(시외버스터미널),중앙선,37.596678,127.08504,1126010200,상봉동
1201,중랑,중앙선,37.594917,127.076116,1126010300,중화동
1032,신길,경부선,37.516862,126.917865,1156013200,신길동
1030,수서,분당선,37.487472,127.101422,1168011500,수서동
1028,대모산입구,분당선,37.491373,127.07272,1168010300,개포동
1027,개포동,분당선,37.489116,127.06614,1168010300,개포동
1026,구룡,분당선,37.486839,127.058856,1168010300,개포동
1025,도곡,분당선,37.491224,127.055186,1168011800,도곡동
1024,한티,분당선,37.496237,127.052873,1168011800,도곡동
1023,선릉,분당선,37.504856,127.048807,1168010100,역삼동
1021,녹천,경원선,37.644799,127.051269,1132010700,창동
1020,월계,경원선,37.633212,127.058831,1135010200,월계동
1019,광운대,경원선,37.623632,127.061835,1135010200,월계동
1018,석계,경원선,37.614532,127.065934,1129013900,석관동
1017,신이문,경원선,37.601854,127.067325,1123011000,이문동
1016,외대앞,경원선,37.596073,127.063549,1123011000,이문동
1015,회기,중앙선,37.58946,127.057583,1123010900,휘경동
1014,청량리(서울시립대입구),경원선,37.580759,127.0483,1123010400,전농동
1013,왕십리(성동구청),경원선,37.561827,127.038352,1120010700,행당동
1012,응봉,경원선,37.549946,127.034538,1120010800,응봉동
1011,옥수,경원선,37.540446,127.018672,1120011300,옥수동
1010,한남,경원선,37.52943,127.009169,1117013100,한남동
1009,서빙고,경원선,37.519594,126.988537,1117013300,서빙고동
1008,이촌(국립중앙박물관),경원선,37.522427,126.973406,1117012700,용산동5가
1007,신도림,경부선,37.508787,126.891144,1153010100,신도림동
1006,영등포,경부선,37.515504,126.907628,1156010100,영등포동
1005,대방,경부선,37.513342,126.926382,1156013200,신길동
1004,노량진,경부선,37.514149,126.94271,1159010100,노량진동
1003,용산,경부선,37.529849,126.964561,1117012800,한강로3가
1002,남영,경부선,37.541021,126.9713,1117010400,갈월동
1001,서울역,경부선,37.554337,126.971134,1117010700,동자동
434,남태령,4호선,37.463873,126.989134,1165010100,방배동
433,사당,4호선,37.476955,126.981651,1159010700,사당동
432,총신대입구(이수),4호선,37.486263,126.981989,1159010700,사당동
431,동작(현충원),4호선,37.502852,126.980347,1159010600,동작동
430,이촌(국립중앙박물관),4호선,37.522295,126.974733,1117012700,용산동5가
429,신용산,4호선,37.52917,126.967894,1117012500,한강로2가
428,삼각지,4호선,37.534075,126.9726,1117012400,한강로1가
427,숙대입구(갈월),4호선,37.54456,126.972106,1117010400,갈월동
426,서울역,4호선,37.55281,126.972556,1117010700,동자동
425,회현(남대문시장),4호선,37.558514,126.978246,1114011200,남창동
424,명동,4호선,37.560989,126.986325,1114012500,충무로2가
423,충무로,4호선,37.561207,126.99408,1114013800,필동2가
422,동대문역사문화공원,4호선,37.565133,127.007885,1114014900,을지로7가
421,동대문,4호선,37.57093,127.009287,1111016400,종로6가
420,혜화,4호선,37.582336,127.001844,1111016800,동숭동
419,한성대입구(삼선교),4호선,37.588458,127.006221,1129011100,삼선동1가
418,성신여대입구(돈암),4호선,37.592612,127.016441,1129010800,동소문동5가
417,길음,4호선,37.603407,127.025053,1129013400,길음동
416,미아사거리,4호선,37.613292,127.030053,1130510100,미아동
415,미아(서울사이버대학),4호선,37.62667,127.025983,1130510100,미아동
414,수유(강북구청),4호선,37.638052,127.025732,1130510200,번동
413,쌍문,4호선,37.648627,127.034709,1132010700,창동
412,창동,4호선,37.653088,127.047274,1132010700,창동
411,노원,4호선,37.65627,127.063276,1135010500,상계동
410,상계,4호선,37.660878,127.073572,1135010500,상계동
409,불암산,4호선,37.670272,127.079066,1135010500,상계동
408,별내별가람,진접선,37.66778,127.11581,4136011100,별내동
406,오남,진접선,37.705,127.19281,4136026221,오남읍
405,진접,진접선,37.7205,127.2034,4136025328,진접읍
342,오금,3호선,37.502129,127.128319,1171011200,오금동
341,경찰병원,3호선,37.495918,127.12454,1171010700,가락동
340,가락시장,3호선,37.492245,127.117757,1171010700,가락동
339,수서,3호선,37.487378,127.101907,1168011500,수서동
338,일원,3호선,37.483681,127.08439,1168011400,일원동
337,대청,3호선,37.493514,127.079532,1168011400,일원동
336,학여울,3호선,37.496663,127.070594,1168010600,대치동
335,대치,3호선,37.494612,127.063642,1168010600,대치동
334,도곡,3호선,37.490922,127.055452,1168010600,대치동
333,매봉,3호선,37.486947,127.046769,1168011800,도곡동
332,양재(서초구청),3호선,37.484477,127.033902,1165010800,서초동
331,남부터미널(예술의전당),3호선,37.485013,127.016189,1165010800,서초동
330,교대(법원.검찰청),3호선,37.493025,127.013786,1165010800,서초동
329,고속터미널,3호선,37.504891,127.004916,1165010700,반포동
328,잠원,3호선,37.512759,127.01122,1165010600,잠원동
327,신사,3호선,37.516334,127.020114,1168010800,논현동
326,압구정,3호선,37.527072,127.028461,1168010700,신사동
325,옥수,3호선,37.541684,127.017269,1120011300,옥수동
324,금호,3호선,37.548034,127.015872,1120011200,금호동4가
323,약수,3호선,37.554867,127.010541,1114016200,신당동
322,동대입구,3호선,37.559052,127.005602,1114014400,장충동2가
321,충무로,3호선,37.56143,126.994072,1114013800,필동2가
320,을지로3가,3호선,37.566672,126.992548,1114015500,을지로3가
319,종로3가,3호선,37.571605,126.991791,1111015100,묘동
318,안국,3호선,37.576477,126.985443,1111013400,경운동
317,경복궁(정부서울청사),3호선,37.575762,126.97353,1111010700,적선동
316,독립문,3호선,37.574571,126.957748,1111018700,무악동
315,무악재,3호선,37.582299,126.950291,1141011100,홍제동
314,홍제,3호선,37.589066,126.943736,1141011100,홍제동
313,녹번,3호선,37.600927,126.935756,1138010200,녹번동
312,불광,3호선,37.610553,126.92982,1138010600,대조동
311,연신내,3호선,37.619229,126.921038,1138010300,불광동
310,구파발,3호선,37.636763,126.918821,1138011400,진관동
309,지축,3호선,37.648033,126.913917,4128110900,지축동
250,용두(동대문구청),2호선,37.574028,127.038091,1123010200,용두동
249,신정네거리,2호선,37.520074,126.852912,1147010100,신정동
248,양천구청,2호선,37.512398,126.865819,1147010100,신정동
247,도림천,2호선,37.514287,126.882768,1153010100,신도림동
246,신설동,2호선,37.574747,127.024932,1123010100,신설동
245,신답,2호선,37.57004,127.046481,1120012200,용답동
244,용답,2호선,37.561904,127.050899,1120010600,사근동
243,충정로(경기대입구),2호선,37.559704,126.964378,1141010200,충정로3가
242,아현,2호선,37.557345,126.956141,1144010100,아현동
241,이대,2호선,37.556733,126.946013,1144010800,대흥동
240,신촌,2호선,37.555131,126.936926,1141011600,창천동
239,홍대입구,2호선,37.55679,126.923708,1144012100,동교동
238,합정,2호선,37.549457,126.913808,1144012200,합정동
237,당산,2호선,37.534946,126.902767,1156011600,당산동6가
236,영등포구청,2호선,37.525706,126.89661,1156011300,당산동3가
235,문래,2호선,37.517933,126.89476,1156012100,문래동3가
234,신도림,2호선,37.508961,126.891084,1153010100,신도림동
233,대림(구로구청),2호선,37.493243,126.894932,1153010200,구로동
232,구로디지털단지,2호선,37.485266,126.901401,1153010200,구로동
231,신대방,2호선,37.487462,126.913149,1162010200,신림동
230,신림,2호선,37.484201,126.929715,1162010200,신림동
229,봉천,2호선,37.482362,126.941892,1162010100,봉천동
228,서울대입구(관악구청),2호선,37.481247,126.952739,1162010100,봉천동
227,낙성대,2호선,37.47693,126.963693,1162010100,봉천동
226,사당,2호선,37.476538,126.981544,1159010700,사당동
225,방배,2호선,37.481426,126.997596,1165010100,방배동
224,서초,2호선,37.491897,127.007917,1165010800,서초동
223,교대(법원.검찰청),2호선,37.493961,127.014667,1165010800,서초동
222,강남,2호선,37.49799,127.027912,1168010100,역삼동
221,역삼,2호선,37.500622,127.036456,1168010100,역삼동
220,선릉,2호선,37.504286,127.048203,1168010100,역삼동
219,삼성(무역센터),2호선,37.508844,127.06316,1168010600,대치동
218,종합운동장,2호선,37.511022,127.073704,1171010100,잠실동
217,잠실새내,2호선,37.511687,127.086162,1171010100,잠실동
216,잠실(송파구청),2호선,37.513262,127.100159,1171010200,신천동
215,잠실나루,2호선,37.520733,127.10379,1171010200,신천동
214,강변(동서울터미널),2호선,37.535095,127.094681,1121510300,구의동
213,구의(광진구청),2호선,37.537077,127.085916,1121510500,자양동
212,건대입구,2호선,37.540373,127.069191,1121510500,자양동
211,성수,2호선,37.544581,127.055961,1120011500,성수동2가
210,뚝섬,2호선,37.547184,127.047367,1120011400,성수동1가
209,한양대,2호선,37.555273,127.043655,1120010700,행당동
208,왕십리(성동구청),2호선,37.561238,127.036954,1120010700,행당동
207,상왕십리,2호선,37.564354,127.029354,1120010200,하왕십리동
206,신당,2호선,37.56564,127.019614,1114016200,신당동
205,동대문역사문화공원,2호선,37.565613,127.009054,1114014900,을지로7가
204,을지로4가,2호선,37.566595,126.997817,1114015000,을지로4가
203,을지로3가,2호선,37.566306,126.991696,1114015500,을지로3가
202,을지로입구,2호선,37.566014,126.982618,1114010400,을지로1가
201,시청,2호선,37.563588,126.975411,1114016600,서소문동
159,동묘앞,1호선,37.573197,127.01648,1111017500,숭인동
158,청량리(서울시립대입구),1호선,37.579956,127.044585,1123010400,전농동
157,제기동,1호선,37.578103,127.034893,1123010200,용두동
156,신설동,1호선,37.576048,127.024634,1123010100,신설동
155,동대문,1호선,37.571687,127.01093,1111017400,창신동
154,종로5가,1호선,37.570926,127.001849,1111016300,종로5가
153,종로3가,1호선,37.570406,126.991847,1111015600,종로3가
152,종각,1호선,37.570161,126.982923,1111012600,종로1가
151,시청,1호선,37.565715,126.977088,1114016700,정동
150,서울역,1호선,37.556228,126.972135,1114012000,봉래동2가
